text,to,decision,From,year
96.1  Sign the Optional Protocol to the Convention against Torture (France);,afghanistan,consider,France,2009
91.21   Organize intensive training courses for judges and the judiciary on human rights principles (United Arab Emirates);,yemen,support,United Arab Emirates,2009
91.22   Enhance cooperation and consultation with civil society and work towards the promotion of civil society (Jordan);,yemen,support,Jordan,2009
91.23   Pursue its efforts to combat administrative and financial corruption (Kuwait);,yemen,support,Kuwait,2009
91.23.1 pursue with resolve its efforts towards the eradication of corruption (Turkey);,yemen,support,Turkey,2009
"91.24   Intensify cooperation with United Nations mechanisms to, inter alia, address the issue of outstanding reports to various treaty bodies, and enhance cooperation with special procedures (Germany);",yemen,support,Germany,2009
91.25   Continue to fulfil its international human rights commitments and obligations and continue its cooperation with international human rights mechanisms (Algeria);,yemen,support,Algeria,2009
"91.26   Take into account, when examining the UPR recommendations, those that are in line with its religious, social and cultural specificities (Algeria);",yemen,support,Algeria,2009
91.27   Honour its voluntary commitment to submit national reports to the treaty bodies by the due date (Republic of Korea);,yemen,support,South Korea,2009
"91.28   In cooperation with the relevant bodies, follow up on the implementation of voluntary commitments as reflected in its national report and consider their inclusion in its national human rights strategy (Mexico);",yemen,support,Mexico,2009
91.29   Take measures to implement the recommendations of the CEDAW Committee in the area of women’s rights as soon as possible (Mexico);,yemen,support,Mexico,2009
"91.30   Continue its policy aiming at incorporating women’s issues in its comprehensive development plans; enhance healthcare services for women, increase their access to credit, promote rural women and enhance women’s access to education (Algeria);",yemen,support,Algeria,2009
91.31   Review legislation to ensure it does not discriminate unfavourably against women and introduce laws to unequivocally prohibit violence against women (United Kingdom);,yemen,support,United Kingdom,2009
91.32   Review its national legislation to eliminate any discrimination against women (Libyan Arab Jamahiriya);,yemen,support,Libya,2009
"91.33   Actively enhance respect for the rights of women, including access to education and equal treatment in custody cases, and by creating support mechanisms for divorcees and women victims of violence, particularly sexual violence (Canada);",yemen,support,Canada,2009
91.34   Continue its efforts to advance the role of women in society and support women in acceding to high-level decision-making posts (Bahrain);,yemen,support,Bahrain,2009
91.35   Continue working on promoting and protecting the rights of women (Cuba);,yemen,support,Cuba,2009
"91.36   Continue its work in creating and using opportunities to encourage and defend the rights of women, including the voluntary obligations which are set out in the national report (Belarus);",yemen,support,Belarus,2009
"91.37   Ensure a gender perspective in all fields and stimulate women’s participation in public life, while putting emphasis on the situation in local and rural communities (Morocco);",yemen,support,Morocco,2009
91.38   Take additional measures to reform the justice system and enable women to accede to judicial positions (Morocco);,yemen,support,Morocco,2009
"91.39   Continue efforts made to upgrade the status of Yemeni women to one of equality with that of men, including with regard to their representation in society and politics, their access to education and their treatment before the law (Indonesia);",yemen,support,Indonesia,2009
"91.40   Intensify the efforts undertaken to make progress in the area of gender equality, especially with regard to the equality of women before the law, equal access to judicial processes and participation in the education system at all levels (Mexico);",yemen,support,Mexico,2009
"91.41   In the framework of reinforcing its pioneering policies to promote women’s rights, continue its efforts aimed at prohibiting early marriages of girls,  taking into account that women represent half the population (Tunisia);",yemen,support,Tunisia,2009
91.42   Continue to improve the condition of women and ensure their effective participation in political life by appointing them to political positions of responsibility (Djibouti);,yemen,support,Djibouti,2009
91.43   Continue with initiatives aimed at increasing the number of women in education and employment (Lebanon);,yemen,support,Lebanon,2009
