text,to,decision,From,year
"129.14. Effectively fight against extrajudicial killings, including by non-State actors, by strengthening accountability mechanisms and implementing the necessary reforms (Germany)1; );",philippines,support,Germany,2012
"129.15. Eliminate completely extrajudicial executions, as promised in the previous UPR, in this way bringing to justice those responsible and intensify efforts to eradicate the use of torture and inhuman or degrading treatment from the armed and security forces of the State (Spain);",philippines,support,Spain,2012
"129.15..1 End impunity for extrajudicial killings, enforced disappearances and torture, including those perpetrated by security forces, by undertaking thorough investigations and vigorous prosecutions of perpetrators (United States of America);",philippines,support,United States,2012
"129.16. Take further steps to combat extrajudicial killings and enforced disappearances, including by providing sufficient funding to the national police force and by ensuring that alleged perpetrators of extrajudicial killings are swiftly brought to justice (Sweden);",philippines,support,Sweden,2012
"129.16..1  Continue to reassess the necessity, and, where the need exists, consider devising programmes that incorporate the prohibition of extrajudicial killings and enforced disappearances for the Philippines Army and National Police; and establish the adequate safeguards and monitoring mechanisms to guarantee compliance (Timor-Leste);",philippines,support,Timor-Leste,2012
129.16..2  Ensure that the police and National Bureau of Investigation pursue serious rights violations allegedly committed by military and police personnel (United Kingdom of Great Britain and Northern Ireland);,philippines,support,United Kingdom,2012
129.17. Continue its efforts to fully prohibit torture and eliminate all forms of other ill-treatment at every level (Republic of Korea);,philippines,support,South Korea,2012
129.17..1 Continue to consolidate its national action aimed at prohibiting torture (Egypt);,philippines,support,Egypt,2012
129.18. Prevent cases of torture in facilities of detention through the provision of legal safeguards for detainees and effective investigations into allegations of torture and the prosecution and sentencing of perpetrators (Austria);,philippines,support,Austria,2012
129.19. Reinforce its training programmes for all law enforcement personnel on the absolute prohibition of torture (Turkey);,philippines,support,Turkey,2012
"129.20. Effectively implement the Anti-Torture Act with a special focus on the responsibility of superior officers, access to medical services and the establishment of a sufficiently resourced rehabilitation programme for victims (Ireland);",philippines,support,Ireland,2012
"129.20..1 Carry out the necessary measures to implement fully the 2009 Act against Torture, making special emphasis in investigation and sanction of those responsible for each crime (Mexico);",philippines,support,Mexico,2012
"129.20..2 Effectively implement the 2009 Anti-Torture Act, with a particular focus on ensuring that all investigations and prosecutions of allegations of torture and ill-treatment fully cover the possibility of command responsibility as stipulated in section 13 of the Act (Denmark);",philippines,support,Denmark,2012
"129.21. Establish without delay a national mechanism to prevent torture, such as provided for by the OP-CAT (France);",philippines,support,France,2012
"129.21..1 Start an open, transparent and inclusive consultation on the most appropriate National Preventive Mechanism (New Zealand);",philippines,support,New Zealand,2012
"129.21..2 Prepare and implement an action plan for the establishment of an effective OPCAT-compliant National Preventative Mechanism, with access to the necessary resources for it to adequately fulfil its mandate (Denmark);",philippines,support,Denmark,2012
"129.22. Recognize victims of trafficking, often young people, as such and provide them with protection and assistance (Norway);",philippines,support,Norway,2012
"129.23. Ensure the effective enforcement of domestic legislation and further strive to eradicate human trafficking through cooperation with the international community, including by accepting a visit by the Special Rapporteur (Japan);",philippines,support,Japan,2012
129.24. Extend the prohibition of corporal punishment to the home and the family (Portugal);,philippines,support,Portugal,2012
"129.24..1 Ensure compliance with the rights of children and women, in prohibiting in particular corporal punishment and in implementing a plan of action against domestic violence (France);",philippines,support,France,2012
"129.24..2 Explicitly prohibit all corporal punishment when raising children, at home, at school, institutions, the penal system and in all other areas, in accordance with Article 19 of the Convention on the Rights of the  Child (Uruguay);",philippines,support,Uruguay,2012
129.24..3 Carry out education and awareness raising campaigns to inform parents and other actors of non-violent methods of disciplining and educating children (and the right of children to protection) (Uruguay);,philippines,support,Uruguay,2012
