text,to,decision,From,year,notes
"76.59. Further improve measures to address the problems related to gender issues, including violence against women, through, inter alia, the establishment of effective coordination and the strengthening of an enforcement and judicial system for the greater protection of women and girls (Malaysia);",kyrgysztan,support,Malaysia,2010,
"76.60. High priority is given to the fight against domestic violence, forced marriages and trafficking in human beings, including through the strengthening of provisions for the investigation of and punishments for such crimes, the provision of support and protection to the victims, and raising public awareness of them (Czech Republic);",kyrgysztan,support,Czech Republic,2010,
"76.61. Adopt measures to ensure full compliance with laws criminalizing bride kidnapping, forced marriage and polygamy, as well as the training of police and judicial staff in strengthening those mechanisms aimed at respecting the rights and protection of victims of domestic violence (Argentina);",kyrgysztan,support,Argentina,2010,
"76.62. Intensify in practice sanctions in cases of domestic violence, bride-kidnapping, forced marriage, polygamy and discrimination against women due to sexual orientation, as well as promote  mechanisms of protection that guarantee the rights of victims of domestic violence (Uruguay);",kyrgysztan,support,Uruguay,2010,
"76.63. Address the situation of children living or working on the street and juvenile offenders; intensify measures to criminalize and sanction cases involving the sale of children, child prostitution and child pornography; and initiate reforms of the juvenile justice system in line with international standards (Uruguay);",kyrgysztan,support,Uruguay,2010,
"76.64. Continue making efforts to take effective measures for the promotion and protection of women’s and children’s rights, including improvements with regard to the issues of bride-kidnapping, domestic violence, child abuse and the sale of children (Japan);",kyrgysztan,support,Japan,2010,
76.65. Continue its institutional efforts to combat human trafficking (Pakistan);,kyrgysztan,support,Pakistan,2010,
76.66. Ensure that the independence of the judiciary is fully guaranteed in its legal framework (Ireland);,kyrgysztan,support,Ireland,2010,
"76.67. That the gradual entry into force of the 2009 Law on Jury Trials be accompanied by substantial preparatory work with judges, together with awareness-raising, and with the inclusion of the human rights education in practice (Hungary);",kyrgysztan,support,Hungary,2010,
"76.68. Provide and improve training programmes on human rights for the judiciary, law enforcement personnel and lawyers (Jordan);",kyrgysztan,support,Jordan,2010,
76.69. Establish a juvenile judiciary (Afghanistan);,kyrgysztan,support,Afghanistan,2010,
76.70. Take measures to ensure the full independence of the judiciary and to ensure that guarantees of fair trail for everyone are implemented (Austria);,kyrgysztan,support,Austria,2010,
"76.71. Introduce human rights education and training to members of the police and prison and detention staff, and ensure their accountability for human rights violations (Czech Republic);",kyrgysztan,support,Czech Republic,2010,
"76.72. Ensure a prompt and independent investigation regarding the loss of lives resulting from the violence in April this year, for the purpose of justice and confidence-building in Kyrgyzstan (Norway);",kyrgysztan,support,Norway,2010,
76.73. That all attacks on journalists are thoroughly investigated in a timely manner (Netherlands);,kyrgysztan,support,Netherlands,2010,
"76.74. Investigate and punish cases involving the intimidation, harassment, persecution and torture of journalists, activists and human rights defenders, as well as participants in demonstrations (Uruguay);",kyrgysztan,support,Uruguay,2010,
76.75. Consider increasing the minimum age of marriage for girls (Jordan);,kyrgysztan,support,Jordan,2010,
76.76. Raise the minimum age for marriage and establish a juvenile judiciary (Egypt);,kyrgysztan,support,Egypt,2010,
"76.77. Continue actions to improve the situation of women, and take additional actions to eliminate forced or arranged marriage, polygamy and sexual violence (Lithuania);",kyrgysztan,support,Lithuania,2010,
"76.78. Investigate all attacks on journalists and members of the opposition, and take appropriate measures to fight against impunity for such crimes (Slovenia);",kyrgysztan,support,Slovenia,2010,
76.79. Guarantee an environment for journalists free of intimidation and attacks (Italy);,kyrgysztan,support,Italy,2010,
76.80. Take steps to ensure the safety of journalists and to properly investigate attacks against them (Lithuania);,kyrgysztan,support,Lithuania,2010,
76.81. Continue to take all the measures necessary to prevent interference with press freedom and the work of human rights defenders (Switzerland);,kyrgysztan,support,Switzerland,2010,
"76.82. Take measures to ensure the right to freedom of expression, including guaranteeing unhindered access for independent media to airtime and the Internet, and to introduce criminal measures for the threatening of journalists and media outlets (Canada);",kyrgysztan,support,Canada,2010,
76.83. Take measures to ensure the unhindered exercise of freedom of expression and freedom of assembly (Austria);,kyrgysztan,support,Austria,2010,
76.84. Take all measures necessary to ensure full respect for the freedom of expression in accordance with Kyrgyzstan’s international obligations (Sweden);,kyrgysztan,support,Sweden,2010,
76.85. Protect the rights of the victims of the recent mass riots (Tajikistan);,kyrgysztan,support,Tajikistan,2010,
"76.86. That official, individualized documents be presented to human rights defenders whose bans are lifted (Norway);",kyrgysztan,support,Norway,2010,
"76.87. That the forces of a free society (human rights defenders, journalists and lawyers working in defence of a free media, civil liberties and human rights in Kyrgyzstan) be allowed to operate in the country (Norway);",kyrgysztan,support,Norway,2010,
